OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009P,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119P,DP03_0120P,DP03_0121P,DP03_0122P,DP03_0123P,DP03_0124P,DP03_0125P,DP03_0126P,DP03_0127P,DP03_0128P,DP03_0129P,DP03_0130P,DP03_0131P,DP03_0132P,DP03_0133P,DP03_0134P,DP03_0135P,DP03_0136P,DP03_0137P,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
1,20.02,849376,0,11001002002,"Census Tract 20.02; District of Columbia; District of Columbia",3402,2607,2607,2469,138,0,795,2607,5.3,1776,1359,1359,1321,361,329,569,548,2406,762,118,308,235,95,888,30,2469,1783,73,494,19,100,2469,0,19,25,18,376,63,88,205,597,228,211,255,384,2469,1783,620,66,0,1527,52,59,49,20,28,84,98,123,115,899,244493,224856,1351,228778,308,21750,236,28156,16,0,23,0,127,976,52,0,33,36,10,67,50,122,72,534,214091,214395,80987,551,250001,222117,109583,140221,139554,4371,4320,3779,1034,51,1042,0,2842,2492,2354,2327,2222,166,27,138,114,60,54,24,350,350,271,204,0,7.5,0,0,0,0,0,7.6,0,0,8.8,0,0,0,0,11.3,10.4,16.4,6.3,16.9,ACS_Economic_DC_CensusTract_32,,{11DFC288-B65E-4967-813B-90A91B3B9C0E},002002,0,0
2,21.01,600992,0,11001002101,"Census Tract 21.01; District of Columbia; District of Columbia",4253,3403,3403,3376,27,0,850,3403,0.8,2326,1874,1874,1856,724,705,898,879,3292,1589,162,754,61,151,575,36.5,3376,1843,546,504,303,180,3376,0,243,0,0,201,231,208,98,420,825,378,319,453,3376,2479,705,192,0,2458,20,1,216,170,172,618,205,448,254,354,75879,111930,2136,116419,514,23182,212,18294,23,0,181,2713,362,1380,39,0,86,65,67,278,115,309,161,260,110461,131307,45072,1078,59522,86069,54938,94634,70920,6019,5679,3643,2522,340,1908,0,3482,3158,3131,2891,2272,682,240,27,27,9,18,0,324,248,20,231,76,4.5,7.6,0,3.8,6.2,0,7.6,12.1,0,4.6,6.1,6.1,0,8.7,4,4.1,3.5,4.9,3.8,ACS_Economic_DC_CensusTract_33,,{210D5221-9169-4E00-8E8A-85746BF173B0},002101,0,0
3,29,300632,0,11001002900,"Census Tract 29; District of Columbia; District of Columbia",3549,2931,2923,2822,101,8,618,2923,3.5,1624,1319,1319,1259,509,299,449,263,2813,675,124,921,153,208,732,30.7,2822,2080,347,237,43,115,2822,0,81,0,22,120,111,144,151,861,508,167,307,350,2822,2166,518,138,0,1672,79,11,49,26,18,118,122,285,203,761,179444,224303,1526,225011,167,16970,188,25708,0,0,81,11010,130,845,65,0,28,17,0,46,5,40,134,510,224152,280926,79764,827,117850,149475,87753,103350,91389,4553,4371,3511,1201,182,1063,0,3092,2847,2746,2575,2518,83,171,101,90,77,13,11,245,245,158,141,0,11,20.1,0,0,0,0,29.1,38.1,0,15.5,39.3,39.3,39.7,39,8.5,8.5,8.8,17.4,12,ACS_Economic_DC_CensusTract_34,,{43F4FCCD-1803-4B0C-BC48-2D81EBC583F2},002900,0,0
4,31,296819,0,11001003100,"Census Tract 31; District of Columbia; District of Columbia",3046,2648,2648,2467,181,0,398,2648,6.8,1506,1283,1283,1248,205,170,242,172,2450,777,9,607,189,302,566,32,2467,1844,263,250,12,98,2467,0,91,22,0,107,89,82,105,675,335,174,308,479,2467,1715,628,124,0,1807,55,28,0,72,131,160,205,256,473,427,144327,154688,1688,158957,125,22490,135,17887,53,0,19,0,86,527,11,0,0,0,39,40,48,15,174,200,159408,209030,80072,1280,130222,129943,92048,119167,99220,3448,3395,2721,780,53,451,0,2848,2630,2449,2414,2271,147,35,181,181,0,181,0,218,200,110,153,18,2.1,0,0,0,0,0,7.4,0,0,5.7,0,0,0,0,6.5,6.1,13.4,3.2,7.8,ACS_Economic_DC_CensusTract_35,,{F41F9D4A-09ED-41F1-B248-11CF8BDAB0EC},003100,0,0
5,40.01,271037,2414,11001004001,"Census Tract 40.01; District of Columbia; District of Columbia",3841,3442,3442,3416,26,0,399,3442,0.8,2008,1780,1780,1759,234,186,189,139,3408,834,70,841,652,198,813,28.7,3416,2879,53,357,63,64,3416,0,91,48,0,118,30,134,189,1114,674,68,293,657,3416,2452,797,167,0,2439,11,14,9,59,16,342,227,412,559,790,166131,223477,2231,209520,247,30300,283,109283,12,0,14,0,33,562,22,0,0,0,0,0,54,67,63,356,250001,431637,129411,1877,138495,158915,91815,131161,93450,4250,4250,4001,613,0,423,0,3382,3331,3305,3305,3254,67,0,26,26,26,0,0,51,51,33,18,0,3.9,10,0,4.7,12.9,0,0,0,0,3.4,16.5,16.5,22.1,10.7,1.9,2.2,0,7.1,1.2,ACS_Economic_DC_CensusTract_1,,{D80C7017-6F8C-4DAE-900E-4D45F804477A},004001,0,0
6,40.02,194755,0,11001004002,"Census Tract 40.02; District of Columbia; District of Columbia",2831,2528,2528,2425,103,0,303,2528,4.1,1535,1310,1310,1253,6,6,335,258,2363,269,110,720,566,221,477,25.8,2425,2169,22,179,27,28,2425,0,38,12,0,18,43,77,168,697,365,57,488,462,2425,1778,549,98,0,2016,69,14,59,13,54,107,152,401,359,788,170216,204699,1898,197759,379,18981,121,36568,0,0,0,0,22,490,0,0,0,0,0,0,0,48,100,342,250001,305200,125686,1526,133750,172428,103750,138472,102572,3146,3041,2934,430,105,341,0,2362,2263,2177,2123,2105,18,54,86,66,66,0,20,99,99,85,14,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,3.9,3.8,4.5,0,5.9,ACS_Economic_DC_CensusTract_2,,{5CE94594-D3F7-4CFE-A060-5FFF07C43BBA},004002,0,0
7,36,305616,0,11001003600,"Census Tract 36; District of Columbia; District of Columbia",4158,3547,3547,3460,87,0,611,3547,2.5,2363,2038,2038,1983,175,175,263,263,3443,868,34,1446,374,251,470,29.9,3460,2789,320,291,19,41,3460,0,55,0,32,74,201,202,136,1059,512,123,410,656,3460,2654,717,56,33,2152,157,116,59,21,20,239,56,618,307,559,135407,176747,1912,185491,207,10686,93,11733,21,0,15,0,157,551,0,52,0,0,0,44,17,132,72,234,161250,265696,87919,1601,122930,142960,87877,115945,88180,4619,4491,3834,828,128,463,0,3763,3450,3363,3286,3261,63,77,87,87,87,29,0,313,262,143,141,51,9.4,0,0,0,0,0,32.5,0,0,11.8,0,0,0,0,13.1,8.6,55.7,6.3,14.7,ACS_Economic_DC_CensusTract_3,,{9D914A30-FDE3-4850-93F1-5D72B3CAD60A},003600,0,0
8,42.01,204529,0,11001004201,"Census Tract 42.01; District of Columbia; District of Columbia",3260,3035,3035,2996,39,0,225,3035,1.3,1503,1415,1415,1415,13,13,0,0,2996,420,108,861,556,190,861,35,2996,2376,126,425,0,69,2996,0,79,57,43,277,14,92,252,890,370,171,402,349,2996,2353,583,60,0,1881,52,0,67,38,11,55,166,608,285,599,148166,195021,1765,201056,31,0,96,36164,52,0,13,0,52,410,0,0,52,0,11,0,20,32,40,255,238667,233450,111508,1471,144511,184310,98767,142757,84890,3273,3239,3100,200,34,31,0,3145,2982,2969,2935,2926,9,34,13,13,13,0,0,163,163,75,88,0,12.7,0,0,14.5,0,0,0,0,0,7.1,0,0,0,0,7.1,7.4,0,10.1,6,ACS_Economic_DC_CensusTract_4,,{1B2846DB-D11A-4318-BBCD-BC99B02077A2},004201,0,0
9,42.02,207646,0,11001004202,"Census Tract 42.02; District of Columbia; District of Columbia",2444,1887,1887,1822,65,0,557,1887,3.4,1225,1051,1051,1040,29,4,13,0,1811,195,0,449,520,123,524,24.2,1822,1550,50,173,38,11,1822,33,47,33,0,71,37,120,74,674,170,165,135,263,1822,1385,328,109,0,1563,18,71,21,11,78,175,331,343,210,305,112396,146113,1438,133679,186,31933,233,44983,10,0,15,0,39,235,0,0,0,0,12,12,25,77,15,94,135375,187911,91066,1328,100800,137923,79271,113207,84155,2486,2407,2209,315,79,51,0,2141,1732,1667,1613,1613,4,54,65,65,41,24,0,409,384,367,17,25,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,15.8,17.8,1,0,19.7,ACS_Economic_DC_CensusTract_5,,{1C1B7B1C-82C9-4E4C-A308-F0B6BF5E0610},004202,0,0
10,74.07,608700,0,11001007407,"Census Tract 74.07; District of Columbia; District of Columbia",2299,1537,1537,1337,200,0,762,1537,13,1481,1017,1017,817,283,283,726,615,1303,728,24,327,42,35,147,32.8,1337,608,313,294,20,102,1337,15,83,0,0,103,31,0,45,287,212,147,94,320,1337,747,525,65,0,1433,220,22,66,235,144,204,237,207,49,49,57521,67539,1104,75859,276,12846,183,19249,203,8773,225,4067,436,837,146,0,12,155,87,89,158,141,0,49,51595,70097,30513,596,40833,60899,55313,60875,70399,3216,3144,1575,1819,72,1090,0,1784,1438,1266,1194,923,372,72,172,172,0,172,0,346,346,120,249,0,17.4,25.2,0,14.7,0,0,18.9,26.9,0,25.7,40.9,40.9,0,54.3,18.2,16,29.8,28,17.6,ACS_Economic_DC_CensusTract_6,,{9A56F002-D279-41C1-B1AC-699D367A6AC7},007407,0,0
11,68.01,244750,0,11001006801,"Census Tract 68.01; District of Columbia; District of Columbia",1941,1521,1495,1378,117,26,420,1495,7.8,893,636,636,608,240,138,149,133,1387,340,24,377,35,38,573,36.2,1378,1018,100,235,25,0,1378,0,60,5,0,112,39,52,123,447,148,32,133,227,1378,959,391,28,0,1014,59,40,11,13,43,66,104,166,163,349,153889,189820,893,199999,107,15664,136,35249,46,9630,34,0,103,566,19,9,11,0,34,13,30,43,75,332,211923,256818,82835,448,109500,103599,101375,127500,112500,2289,2259,1884,486,30,389,0,1787,1487,1370,1340,1267,103,30,117,117,65,52,0,300,300,150,150,0,6.9,5.4,0,4.4,0,0,15,26.8,0,15.7,3.1,3.1,0,7.6,18.2,17.8,25.7,6.1,35.9,ACS_Economic_DC_CensusTract_7,,{74E7C42D-61F0-4426-9783-B78CCA28DEF3},006801,0,0
12,107,891588,0,11001010700,"Census Tract 107; District of Columbia; District of Columbia",1551,1233,1233,1204,29,0,318,1233,2.4,844,684,684,657,36,27,0,0,1184,106,10,470,217,78,303,23.9,1204,1002,102,100,0,0,1204,0,8,8,0,0,0,41,85,310,156,78,137,381,1204,667,488,49,0,1200,79,51,42,26,90,135,185,199,95,298,99200,123548,1073,126297,51,28782,105,64069,37,0,11,0,0,147,0,0,0,6,9,6,0,65,28,33,132344,181430,93333,1053,90573,115468,79632,79602,0,1587,1474,1366,180,113,42,0,1413,1188,1159,1089,1071,18,70,29,9,7,2,20,225,202,183,56,23,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,12.2,12.7,7.6,0,15.2,ACS_Economic_DC_CensusTract_8,,{5537C9E4-B61D-4AF7-A8A1-512D96A1984F},010700,0,0
13,96.04,503381,65762,11001009604,"Census Tract 96.04; District of Columbia; District of Columbia",1790,1325,1305,1122,183,20,465,1305,14,1190,861,861,719,279,262,233,202,1113,510,83,309,13,73,125,38.2,1122,456,291,324,6,45,1122,63,29,23,5,45,12,42,22,184,277,136,90,194,1122,772,288,62,0,909,49,20,54,21,133,90,121,281,77,63,88750,93661,715,93081,300,16183,247,43955,78,9886,77,2784,179,543,19,0,49,5,56,45,72,200,52,45,101081,101546,37641,366,73750,79444,51399,61194,58708,2268,2132,1068,1287,136,521,61,1404,1230,1060,1000,684,331,60,170,164,80,101,6,174,165,30,148,9,3.5,10.2,0,0,0,0,6.2,17,0,7.6,11.9,11.9,6.5,18.5,6.3,4.6,13.4,4.3,20.8,ACS_Economic_DC_CensusTract_9,,{6F790601-D420-43F4-BAA5-76BA79548309},009604,0,0
14,2.01,505004,0,11001000201,"Census Tract 2.01; District of Columbia; District of Columbia",2384,875,875,791,84,0,1509,875,9.6,1385,651,651,575,0,0,0,0,742,38,76,31,407,9,181,12.5,791,322,160,296,9,4,791,4,0,0,0,96,0,29,8,39,485,101,8,21,791,740,29,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4903,0,0,0,4094,0,0,2384,2342,2297,156,42,615,0,1769,732,669,632,611,38,37,63,63,63,0,0,1037,1032,1011,87,5,0,0,0,0,0,0,0,0,0,55.9,0,0,0,0,55.9,55.9,0,0,55.9,ACS_Economic_DC_CensusTract_10,,{830F0554-0B82-4053-86F1-39668429616D},000201,0,0
15,3,1042157,2305,11001000300,"Census Tract 3; District of Columbia; District of Columbia",4837,3499,3499,3447,52,0,1338,3499,1.5,2416,1820,1820,1788,557,536,778,701,3447,1217,200,301,481,292,956,26.5,3447,2903,172,334,22,16,3447,0,55,0,62,84,28,62,364,881,1011,209,380,311,3447,2766,526,143,12,2471,70,58,86,68,61,204,229,264,273,1158,176181,265587,2142,266073,326,27250,301,47966,0,0,35,0,35,1195,0,0,20,18,30,15,63,10,130,909,250001,398313,111356,1276,103611,138102,91172,180287,112578,5979,5979,5756,640,0,1430,0,3943,3266,3214,3214,3205,9,0,52,52,32,20,0,677,677,677,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,11.5,12.8,2.8,0,25.2,ACS_Economic_DC_CensusTract_11,,{EFF10F25-686E-4545-9C3D-5AE09D516E74},000300,0,0
16,4,1541239,69,11001000400,"Census Tract 4; District of Columbia; District of Columbia",1366,813,813,784,29,0,553,813,3.6,701,374,374,366,39,33,280,149,776,343,62,37,80,45,209,22.9,784,657,85,30,7,5,784,0,11,24,0,12,1,50,26,220,201,67,74,98,784,543,175,66,0,660,24,13,23,24,11,33,23,104,56,349,206218,328778,526,301213,165,35427,101,135017,0,0,0,0,0,350,0,0,12,6,11,12,6,13,25,265,250001,470599,130223,310,121500,162469,104306,171250,104583,1652,1647,1570,343,5,359,0,948,688,659,658,658,0,1,29,29,29,0,0,260,260,238,22,0,1.7,0,0,1.9,0,0,0,0,0,8.8,0,0,0,0,11,10.6,11.9,1.1,26.1,ACS_Economic_DC_CensusTract_12,,{675AB78D-F3B4-45C6-9CD1-CE94DD085804},000400,0,0
17,5.02,581507,0,11001000502,"Census Tract 5.02; District of Columbia; District of Columbia",2725,2290,2290,2241,49,0,435,2290,2.1,1554,1256,1256,1239,413,360,258,235,2199,509,21,504,109,195,861,27.5,2241,1790,85,236,55,75,2241,8,58,33,0,54,64,64,129,670,218,83,223,637,2241,1153,788,292,8,1714,27,62,12,15,48,92,252,330,189,687,152917,262032,1535,236319,267,31918,346,65280,31,14958,0,0,13,810,0,23,6,13,0,78,13,28,50,599,243065,406340,131290,904,113750,122818,112778,114891,114573,3384,3368,3229,561,16,677,0,2222,2051,2010,2003,1931,79,7,41,32,32,15,9,171,171,160,18,0,3.6,1.4,0,2.2,2,0,0,0,0,4.7,1.6,1.6,0,3.8,5.5,6.2,2.1,3.1,7.7,ACS_Economic_DC_CensusTract_13,,{1F1740AD-000F-4FE9-8F42-A51947E2E333},000502,0,0
18,46,437422,0,11001004600,"Census Tract 46; District of Columbia; District of Columbia",2681,2117,2106,2064,42,11,564,2106,2,1466,1113,1113,1113,208,104,282,257,2075,747,48,420,236,182,442,26.9,2064,1612,221,135,21,75,2064,0,20,8,0,225,78,81,150,506,206,95,178,517,2064,1368,658,38,0,1563,56,27,27,233,24,99,116,279,238,464,139205,163788,1387,168658,216,12900,178,55185,151,10756,49,6296,130,674,43,0,0,108,13,14,89,49,109,249,162386,199450,80960,889,130938,135316,90077,113387,91990,3142,2992,2343,1008,150,490,49,2304,2054,2012,1960,1842,182,52,42,42,23,19,0,250,210,73,182,40,6.4,2.8,0,10.8,0,0,3,4.2,0,7.5,6.9,6.9,7.2,6.8,7.5,5.7,19.8,8.4,6.2,ACS_Economic_DC_CensusTract_14,,{C9D0C9E3-03F1-4F09-ACD4-A5365B0E882C},004600,0,0
19,48.01,317222,0,11001004801,"Census Tract 48.01; District of Columbia; District of Columbia",2583,1956,1927,1797,130,29,627,1927,6.7,1171,824,813,791,223,190,14,14,1824,348,58,273,249,267,629,28.6,1797,1485,107,164,0,41,1797,1,4,27,18,14,60,103,62,630,274,112,141,351,1797,1266,445,85,1,1434,113,28,37,55,0,49,181,168,189,614,164286,181323,1165,201892,217,14329,326,36976,76,12963,9,0,99,495,37,5,0,45,0,6,49,92,73,188,155964,206369,84033,939,176607,167354,89018,100441,96667,2814,2683,2202,680,131,280,0,2117,1887,1779,1720,1715,39,59,108,57,6,51,51,230,209,133,95,21,8.5,0,0,12.7,0,0,0,0,0,10.6,0,0,0,0,11.7,7.2,35.3,6.5,14.4,ACS_Economic_DC_CensusTract_15,,{B1675619-E895-4B91-A11C-78934585B12D},004801,0,0
20,48.02,288793,0,11001004802,"Census Tract 48.02; District of Columbia; District of Columbia",2857,2362,2350,2241,109,12,495,2350,4.6,1147,946,934,927,18,18,392,392,2252,575,16,390,572,116,583,24.8,2241,1657,204,317,52,11,2241,0,8,14,0,72,81,245,230,576,366,383,132,134,2241,1928,270,43,0,1645,124,102,98,24,91,144,114,366,173,409,127348,146266,1475,155952,173,21121,209,21923,19,0,22,0,173,664,0,50,50,0,69,113,15,106,54,207,125259,168944,77703,981,97639,121280,75545,98434,72105,3212,3038,2566,642,174,456,0,2431,2280,2171,2057,1923,134,114,109,49,32,31,60,151,151,78,107,0,7.5,18.9,0,0,0,0,0,0,0,10.4,8.9,8.9,0,10.2,10.6,8,30.5,4.9,17.5,ACS_Economic_DC_CensusTract_16,,{4AF52316-490C-4589-BE15-1D56F305B6A4},004802,0,0
21,49.02,263879,0,11001004902,"Census Tract 49.02; District of Columbia; District of Columbia",3083,2813,2788,2698,90,25,270,2788,3.2,1587,1428,1428,1369,104,104,186,146,2694,348,0,445,842,181,878,25,2698,2403,88,153,0,54,2698,0,16,24,8,86,73,52,209,1144,398,68,326,294,2698,2169,452,77,0,2167,57,67,41,222,71,68,72,395,417,757,157008,190435,2055,192927,81,15188,154,37717,56,10627,50,2926,113,445,0,0,21,49,0,0,17,24,104,230,244583,290519,119265,1722,142188,164510,112232,142344,104931,3330,3225,2870,538,105,290,0,2899,2728,2638,2565,2456,109,73,90,77,45,32,13,171,166,128,38,5,4.7,14.8,0,6,35.6,0,0,0,0,7.8,13.8,13.8,0,16.5,7.2,6.5,22,7.2,8.1,ACS_Economic_DC_CensusTract_17,,{5FE91845-9E8F-4F10-B4E2-C1560B8464F6},004902,0,0
22,74.01,1209113,200980,11001007401,"Census Tract 74.01; District of Columbia; District of Columbia",1121,614,609,463,146,5,507,609,24,703,432,432,331,100,79,163,125,402,152,0,132,0,0,118,31.6,463,200,173,49,18,23,463,0,18,0,0,0,66,15,9,75,144,73,15,48,463,335,88,40,0,755,147,147,65,97,118,43,38,71,0,29,28014,45432,473,60438,217,14100,135,9810,79,7544,100,482,260,311,51,48,32,18,75,8,20,30,0,29,35956,58979,22311,444,23750,26606,38589,73611,59531,1402,1269,527,923,133,305,0,769,511,365,289,195,111,76,146,138,98,108,8,258,209,70,161,49,42.8,54.6,100,37.8,100,100,50.5,45.2,100,52,69.6,69.6,100,50.9,47.9,52.2,37.5,57.4,43.3,ACS_Economic_DC_CensusTract_18,,{38C765D6-14D1-4E69-AE7A-DB9BEA48B7C3},007401,0,0
23,74.03,330904,0,11001007403,"Census Tract 74.03; District of Columbia; District of Columbia",1509,860,860,719,141,0,649,860,16.4,878,423,423,423,152,120,795,347,719,285,84,247,44,19,40,38.9,719,162,429,51,35,42,719,0,0,0,0,39,7,0,63,93,203,187,37,90,719,588,131,0,0,925,151,209,65,133,112,122,50,74,0,9,29536,40415,564,55663,146,6414,107,20183,192,9115,87,8431,510,598,143,74,65,61,68,91,40,56,0,0,28714,38628,16114,327,30456,42570,34484,45437,41953,2421,2361,857,1677,60,969,0,1326,842,701,652,440,232,49,141,141,19,122,0,484,473,150,399,11,44.1,62.5,0,41.3,75.8,0,52.6,59.1,0,47.6,60.6,60.6,42.8,64,39.2,40.6,24.6,47.6,47.3,ACS_Economic_DC_CensusTract_19,,{2CB0EF62-D8F0-4674-98E8-AB0AA352A7D5},007403,0,0
24,55.03,213338,4682,11001005503,"Census Tract 55.03; District of Columbia; District of Columbia",1726,1337,1337,1278,59,0,389,1337,4.4,880,645,645,639,0,0,0,0,1262,208,19,161,439,65,370,16.6,1278,1055,48,112,0,63,1278,0,0,0,0,0,55,22,81,614,240,78,0,188,1278,947,214,90,27,1195,323,0,0,60,122,48,93,73,82,394,85461,151577,998,145542,117,27517,178,129049,13,0,0,0,0,162,0,0,0,0,0,31,0,0,60,71,197083,251490,105790,1033,73472,135909,0,115799,226193,1726,1652,1621,198,74,0,0,1513,1261,1202,1128,1128,18,74,59,59,59,0,0,252,252,252,0,0,0,0,0,0,0,0,0,0,0,37.4,0,0,0,0,37.4,42.6,0,0,46.2,ACS_Economic_DC_CensusTract_20,,{733D5AAA-4DE1-4296-AF09-F522DED19B46},005503,0,0
25,58.01,232951,0,11001005801,"Census Tract 58.01; District of Columbia; District of Columbia",1737,1248,1248,1192,56,0,489,1248,4.5,972,606,606,606,17,17,21,21,1192,232,93,182,392,26,267,25.7,1192,1004,43,137,8,0,1192,0,17,8,0,34,59,41,46,421,214,47,127,178,1192,752,327,113,0,1173,119,53,19,8,16,57,27,441,130,303,129529,167348,1031,174033,200,19291,64,80827,61,9366,0,0,80,188,22,0,19,0,0,16,0,0,22,109,208750,207829,111872,985,128817,159622,118697,120972,128988,1775,1682,1491,512,93,38,0,1414,1122,1066,989,973,41,77,56,48,48,0,8,292,284,277,161,8,21.8,0,0,9.3,0,0,100,0,0,25.9,0,0,0,0,26.5,23.3,40.6,19,28,ACS_Economic_DC_CensusTract_21,,{0F09511D-7AF9-482C-A56D-DBB858721308},005801,0,0
26,98.04,518363,5609,11001009804,"Census Tract 98.04; District of Columbia; District of Columbia",2079,1512,1512,1234,278,0,567,1512,18.4,1414,990,990,814,337,272,545,488,1185,354,44,574,23,31,159,36.5,1234,443,417,287,9,78,1234,0,43,17,0,287,0,23,64,127,310,128,83,152,1234,928,306,0,0,996,91,67,56,92,239,181,90,77,58,45,48902,67810,799,71477,122,7733,110,37136,112,11005,180,6330,402,605,64,13,39,40,159,70,58,65,52,45,49387,81689,24402,391,47844,42947,29397,48529,57700,2908,2894,1178,2042,14,979,0,1779,1390,1178,1164,685,600,14,212,212,84,136,0,389,389,114,309,0,20.5,26,30,6.5,0,0,17.4,22.6,46.2,22.7,24.3,24.3,35.8,19.7,22,21.8,24,18.7,37.4,ACS_Economic_DC_CensusTract_22,,{B5E488AD-E0A9-4063-A41D-BE0712841CF4},009804,0,0
27,17.02,939295,0,11001001702,"Census Tract 17.02; District of Columbia; District of Columbia",2732,2167,2154,1989,165,13,565,2154,7.7,1711,1368,1368,1298,196,196,370,355,1982,662,175,443,54,63,585,35.7,1989,1649,118,182,0,40,1989,0,13,28,0,101,16,38,123,408,543,203,142,374,1989,1232,616,129,12,1646,42,31,47,54,72,239,248,287,188,438,127933,146175,1485,140778,266,19967,365,45614,45,13358,37,0,109,630,16,0,0,0,46,27,39,71,138,293,192000,208095,72349,1016,86667,106761,83802,118466,102564,3272,3191,2691,824,81,694,0,2113,1983,1838,1807,1622,215,31,145,135,63,72,10,130,90,34,56,40,2.5,5.2,17.6,0,0,0,12.5,42.1,100,4,3.2,3.2,10,0,4.2,4,4.9,1.8,7.5,ACS_Economic_DC_CensusTract_23,,{0A7F2008-0FE3-47F6-AD38-52745F51ED98},001702,0,0
28,103,1084591,0,11001010300,"Census Tract 103; District of Columbia; District of Columbia",3428,2466,2446,2361,85,20,962,2446,3.5,1880,1174,1169,1109,200,116,716,544,2333,1035,130,710,123,55,280,40.4,2361,1123,762,338,57,81,2361,0,67,0,0,128,109,45,57,464,342,300,239,610,2361,1389,879,93,0,1611,110,16,115,67,153,241,110,234,196,369,94145,126907,1351,129711,339,17733,305,56042,24,0,38,0,202,909,30,6,25,20,12,142,82,163,154,275,141144,159874,50640,702,42625,70508,58615,79449,104104,4150,4063,2783,1838,87,963,0,2685,2251,2166,2158,1874,416,8,85,85,25,60,0,434,355,85,289,79,8.9,15,31.9,6.1,8.7,0,15.1,36.4,100,12.4,22.3,22.3,50.6,16.7,9.5,9.2,11.2,10.1,19.2,ACS_Economic_DC_CensusTract_24,,{F2FA3154-92AC-48DD-A088-150AC8175235},010300,0,0
29,18.04,601755,0,11001001804,"Census Tract 18.04; District of Columbia; District of Columbia",3557,2879,2879,2549,330,0,678,2879,11.5,2163,1566,1566,1264,505,419,1104,987,2425,1216,152,702,0,80,275,38.7,2549,970,799,408,205,167,2549,0,139,96,0,120,133,39,186,526,539,268,300,203,2549,1827,460,262,0,2088,108,29,360,144,215,444,202,344,27,215,58779,81047,1899,73337,563,12748,262,55729,170,11637,140,3259,369,1054,0,29,122,130,90,212,86,160,46,179,71875,97362,31148,1034,51429,61907,29666,59737,33489,5166,4917,2222,3446,249,1609,0,2903,2663,2333,2183,1272,1084,150,330,262,0,262,68,240,234,46,188,6,10.1,16.2,0,8.9,13.3,0,12.6,18.5,0,11.4,15.6,15.6,16.5,15.4,9.6,9,12.2,9.7,17.7,ACS_Economic_DC_CensusTract_25,,{6CA55F9B-CBB7-4B19-ADEC-2E3957243DC1},001804,0,0
